,name,category,rating,review,link,add,hour,tel,sub,category_dic,rev,lat,lng
3546,여우골 홍대점,"초밥,롤",3,,https://place.map.kakao.com/27253757,서울 마포구 와우산로19길 9,,02-325-8717,홍대역,일식,,37.5511057,126.9226363
3547,혼가츠,"돈까스,우동",2,,https://place.map.kakao.com/22895023,서울 마포구 와우산로21길 36-6 102호,,02-322-8850,홍대역,일식,,37.5526021,126.9220183
3548,마포곱창타운,"곱창,막창",3,,https://place.map.kakao.com/10341266,서울 마포구 동교로27길 20,,02-336-4496,홍대역,한식,,37.5590328,126.9225086
3549,불이아 본점,중화요리,3,,https://place.map.kakao.com/20233508,서울 마포구 동교로 182-6,,02-335-6689,홍대역,중식,,37.5565725,126.9219713
3550,아오이토리,"제과,베이커리",3,,https://place.map.kakao.com/24504952,서울 마포구 와우산로29길 8,,02-333-0421,홍대역,"베이커리,카페",,37.5547393,126.9294391
3551,터틀힙,"제과,베이커리",3,,https://place.map.kakao.com/1254879622,서울 마포구 양화로18안길 22 B&J빌딩 2층,,02-332-5851,홍대역,"베이커리,카페",,37.5567684,126.9257668
3552,멘야산다이메 홍대점,일본식라면,3,,https://place.map.kakao.com/12887413,서울 마포구 홍익로5안길 24,,02-332-4129,홍대역,일식,,37.5536482,126.9214283
3553,손오공마라탕,중식,3,,https://place.map.kakao.com/898487564,서울 마포구 양화로18길 15,,02-780-8686,홍대역,중식,,37.5565487,126.9248883
3554,카페장쌤,카페,3,,https://place.map.kakao.com/15612278,서울 마포구 와우산로29마길 5,,070-4084-3414,홍대역,"베이커리,카페",,37.555689,126.9268598
3555,태양커피 홍대점,커피전문점,4,,https://place.map.kakao.com/1139784588,서울 마포구 어울마당로 100-12 1층,,02-332-8183,홍대역,"베이커리,카페",,37.5534784,126.9224709
3556,조선시대,한식,4,,https://place.map.kakao.com/1985225055,서울 마포구 홍익로3길 44 지하1층,,010-9482-9185,홍대역,한식,,37.5526622,126.9215197
3557,락희돈,일본식주점,3,,https://place.map.kakao.com/814587106,서울 마포구 월드컵북로2길 86 1층,월~토 16:00 ~ 01:00,02-332-1233,홍대역,"호프,펍",,37.5582401,126.9247123
3558,또보겠지떡볶이집 깐따삐아점,떡볶이,3,,https://place.map.kakao.com/895272833,서울 마포구 와우산로21길 28-12,영업시간 화~일 11:30 ~ 20:00,,홍대역,분식,,37.552771,126.9224562
3559,롤링파스타 홍대점,이탈리안,2,,https://place.map.kakao.com/1680046810,서울 마포구 홍익로 6 2층,매일 11:30 ~ 22:00,02-336-2385,홍대역,양식,,37.5532682,126.9240187
3560,훠궈나라 홍대점,중화요리,3,,https://place.map.kakao.com/1226080781,서울 마포구 어울마당로 133,매일 11:00 ~ 02:00,02-322-1592,홍대역,중식,,37.55622280000001,126.9246236
3561,버터밀크,카페,3,,https://place.map.kakao.com/26966117,서울 마포구 와우산로 130 1층,수요일,,홍대역,"베이커리,카페",,37.55334,126.9279483
3562,평안도상원냉면,냉면,3,,https://place.map.kakao.com/628981699,서울 마포구 양화로 156 LG팰리스빌딩 지하1층 134호,"월,화,수,일요일",02-332-8935,홍대역,한식,,37.5560805,126.9234453
3563,공상온도,카페,4,,https://place.map.kakao.com/27379281,서울 마포구 동교로23길 40 지하 1층,매일 12:30 ~ 23:00,02-336-0247,홍대역,"베이커리,카페",,37.5576275,126.9197853
3564,장작집,치킨,4,,https://place.map.kakao.com/1191541006,서울 마포구 월드컵북로6길 19,,010-3336-8844,홍대역,패스트푸드,,37.5582874,126.9195268
3565,푸하하크림빵,"제과,베이커리",3,,https://place.map.kakao.com/27456816,서울 마포구 양화로19길 22-25,매일 10:00 ~ 22:00,,홍대역,"베이커리,카페",,37.5589347,126.9244013
3566,이빠네마그릴 홍대점,"멕시칸,브라질",4,,https://place.map.kakao.com/899602257,서울 마포구 홍익로 7 지하1층,화~일 11:30 ~ 22:00 · 브레이크타임 화~일 14:30 ~ 17:00,02-323-4440,홍대역,기타,,37.5532072,126.9234858
3567,홍스쭈꾸미 홍대본점,"해물,생선",3,,https://place.map.kakao.com/11786671,서울 마포구 어울마당로 146,매일 11:30 ~ 24:00,02-325-7943,홍대역,일식,,37.556165,126.9260901
3568,스시엔준,"초밥,롤",4,,https://place.map.kakao.com/234865859,서울 마포구 동교로 198 태양빌딩 1층 102호,월~토 11:30 ~ 22:30 · 브레이크타임 매일 15:00 ~ 17:00,02-332-2331,홍대역,일식,,37.557646,126.9230307
3569,마시타야,일본식라면,3,,https://place.map.kakao.com/1925626633,서울 마포구 와우산로29라길 26,"영업시간 월,수,목,금,토,일 11:30 ~ 17:00",070-8119-5715,홍대역,일식,,37.5547875,126.9266045
3570,카페 지금여기,카페,3,,https://place.map.kakao.com/36768345,서울 마포구 양화로16길 30-5 3층,영업시간 매일 11:00 ~ 20:00,070-8803-2112,홍대역,"베이커리,카페",,37.5527109,126.9212076
3571,땡스네이쳐,테마카페,4,,https://place.map.kakao.com/10368349,서울 마포구 홍익로 10 푸르지오상가 지하 121호,매일 11:00 ~ 22:00,02-332-7470,홍대역,"베이커리,카페",,37.553716,126.9236241
3572,바스버거 연남점,햄버거,3,,https://place.map.kakao.com/108132068,서울 마포구 양화로21길 21 2층,,02-6338-6653,홍대역,패스트푸드,,37.5590531,126.9248354
3573,진저피그,"육류,고기",3,,https://place.map.kakao.com/26343582,서울 마포구 양화로 128,,02-326-3392,홍대역,한식,,37.5542982,126.9209742
3574,고쿠텐 홍대점,일식,3,,https://place.map.kakao.com/1229127559,서울 마포구 월드컵북로4길 26 1층,,070-7760-5610,홍대역,일식,,37.5573697,126.9211529
3575,긴자료코 본점,일식,3,,https://place.map.kakao.com/468200097,서울 마포구 홍익로2길 43 지하1층,,02-325-3462,홍대역,일식,,37.55542,126.9245299
3576,또보겠지떡볶이집 스마일보이점,떡볶이,3,,https://place.map.kakao.com/524094409,서울 마포구 와우산로29길 14-8 2층,,0507-1322-8907,홍대역,분식,,37.5550433,126.9291813
3577,더페이머스램,카페,3,,https://place.map.kakao.com/17361259,서울 마포구 월드컵북로 19 1층,,02-334-2352,홍대역,"베이커리,카페",,37.5563417,126.9196817
3578,연남주막1987,한식,4,,https://place.map.kakao.com/2058942922,서울 마포구 동교로 212-5 1층,,070-4143-1987,홍대역,한식,,37.5592897,126.9239106
3579,민트하임,디저트카페,3,,https://place.map.kakao.com/27515050,서울 마포구 잔다리로6길 28,,02-324-1359,홍대역,"베이커리,카페",,37.5521387,126.9206092
3580,로쏘1924,피자,3,,https://place.map.kakao.com/768187503,서울 마포구 홍익로 29 1층,,02-336-1924,홍대역,패스트푸드,,37.5545727,126.921724
3581,하카타나카,일식,4,,https://place.map.kakao.com/21410533,서울 마포구 와우산로23길 50 2층,,02-332-3207,홍대역,일식,,37.55498619999999,126.9236918
3582,미즈컨테이너 서교점,이탈리안,4,,https://place.map.kakao.com/20231062,서울 마포구 와우산로18길 32,,,홍대역,양식,,37.5515726,126.9240307
3583,블랑,디저트카페,3,,https://place.map.kakao.com/1187758347,서울 마포구 양화로 192 대영빌딩 1층,,02-332-2780,홍대역,"베이커리,카페",,37.5535633,126.9274471
3584,여우골 홍대서교점,"초밥,롤",4,,https://place.map.kakao.com/26814599,서울 마포구 월드컵북로1길 20,,02-338-8717,홍대역,일식,,37.5548768,126.9199993
3585,진진 가연,중화요리,3,,https://place.map.kakao.com/1767349854,서울 마포구 월드컵북로1길 60,,02-332-9866,홍대역,중식,,37.553761,126.9183902
3586,주막,한식,4,,https://place.map.kakao.com/2066571743,서울 마포구 월드컵북로6길 56 1층,,02-338-5664,홍대역,한식,,37.559066,126.921417
3587,카페로제,카페,4,,https://place.map.kakao.com/1501906792,서울 마포구 와우산로29길 40-18 3층,,010-8422-0915,홍대역,"베이커리,카페",,37.5556721,126.9281752
3588,일편등심,"육류,고기",4,,https://place.map.kakao.com/24643017,서울 마포구 홍익로6길 52 SIL빌딩 3층,,02-6212-1092,홍대역,한식,,37.5562719,126.9243717
3589,샌드커피 논탄토,카페,4,,https://place.map.kakao.com/1922103551,서울 마포구 동교로 212-16 1층,,02-336-8020,홍대역,"베이커리,카페",,37.5592279,126.9241503
3590,홍마떡 홍대본점,떡볶이,3,,https://place.map.kakao.com/26311060,서울 마포구 홍익로5안길 24 2층,,02-324-1107,홍대역,분식,,37.5536482,126.9214283
3591,영동감자탕,감자탕,4,,https://place.map.kakao.com/11263566,서울 마포구 월드컵북로5길 17 1층,,02-3141-8885,홍대역,한식,,37.5569277,126.9178555
3592,와인로그,와인바,4,,https://place.map.kakao.com/235947680,"서울 마포구 와우산로21길 36-8 2,3층",,,홍대역,"호프,펍",,37.5526979,126.9220498
3593,낙곱새미장원,"해물,생선",4,,https://place.map.kakao.com/1368256384,서울 마포구 월드컵북로4길 13 1층,,02-336-1958,홍대역,일식,,37.5570895,126.9204676
3594,홍대조폭떡볶이 홍대2호점,떡볶이,1,,https://place.map.kakao.com/19382069,서울 마포구 홍익로6길 38,,02-322-0551,홍대역,분식,,37.5558201,126.9237376
3595,홍대파스타리코,양식,4,,https://place.map.kakao.com/733953859,서울 마포구 홍익로5안길 32 준빌라,,02-3144-0808,홍대역,양식,,37.5534349,126.921067
3596,8810리스트레토바,커피전문점,4,,https://place.map.kakao.com/1994324336,서울 마포구 월드컵북로6길 88-10,,070-4903-7370,홍대역,"베이커리,카페",,37.5598118,126.9229637
3597,카미야,"돈까스,우동",4,,https://place.map.kakao.com/12771116,서울 마포구 와우산로21길 28-6,,02-322-5733,홍대역,일식,,37.5525448,126.922353
3598,배떼기곱창 홍대점,"곱창,막창",3,,https://place.map.kakao.com/27321340,서울 마포구 양화로18안길 26-6,,02-6082-0064,홍대역,한식,,37.556712,126.9259985
3599,타이거슈가 홍대본점,카페,3,,https://place.map.kakao.com/1507857093,서울 마포구 어울마당로 124 1층,,02-336-1341,홍대역,"베이커리,카페",,37.5554718,126.9239791
3600,애프터눈커피,커피전문점,4,,https://place.map.kakao.com/22134837,"서울 마포구 신촌로4길 22-14 1층, 2층",,02-335-3119,홍대역,"베이커리,카페",,37.5573735,126.9287818
3601,베어스덴베이커리,"제과,베이커리",4,,https://place.map.kakao.com/349304267,서울 마포구 양화로23길 10-9,,070-7648-0204,홍대역,"베이커리,카페",,37.5592832,126.92557
3602,온미동,일식집,4,,https://place.map.kakao.com/1041840511,서울 마포구 월드컵북로4길 95,,02-323-0626,홍대역,일식,,37.5599138,126.9233799
3603,강강술래 홍대점,"육류,고기",3,,https://place.map.kakao.com/18257217,서울 마포구 잔다리로6길 25,,02-3143-6635,홍대역,한식,,37.5523355,126.9205441
3604,라헬의부엌 홍대점,디저트카페,3,,https://place.map.kakao.com/432440843,서울 마포구 와우산로29길 47,,,홍대역,"베이커리,카페",,37.5554309,126.9282194
3605,카페요호,카페,4,,https://place.map.kakao.com/1248819302,서울 마포구 잔다리로 88 1층,,02-336-0150,홍대역,"베이커리,카페",,37.5551889,126.9158129
3606,쿠시노주방,일식,4,,https://place.map.kakao.com/1029469924,서울 마포구 동교로 218-1 지하1층,,010-2613-6577,홍대역,일식,,37.55944849999999,126.9239276
3607,브루라티오 홍대점,커피전문점,4,,https://place.map.kakao.com/1090393616,"서울 마포구 잔다리로 28 1,2층",,,홍대역,"베이커리,카페",,37.5511476,126.920215
3608,홍대브로스버거,햄버거,3,,https://place.map.kakao.com/1896734415,서울 마포구 홍익로 3-30 2층,,070-7757-0503,홍대역,패스트푸드,,37.5529172,126.9238665
3609,에도마에텐동하마다 본점,일식,3,,https://place.map.kakao.com/695870808,서울 마포구 홍익로 25 지하1층 107호,,02-336-1529,홍대역,일식,,37.5543874,126.9219519
3610,사계진미숮불닭갈비 홍대점,닭요리,4,,https://place.map.kakao.com/679314600,서울 마포구 와우산로29바길 5 2층,,02-332-2887,홍대역,한식,,37.5560141,126.9263492
3611,서교참치,참치회,3,,https://place.map.kakao.com/2082767876,서울 마포구 와우산로23길 35-3 2층,,02-336-3450,홍대역,일식,,37.5543861,126.9232976
3612,홍대제임스 시카고피자,피자,3,,https://place.map.kakao.com/25672765,서울 마포구 어울마당로 122-1,,02-6489-3934,홍대역,패스트푸드,,37.5553972,126.9239055
3613,백년토종삼계탕 본점,삼계탕,3,,https://place.map.kakao.com/8312102,서울 마포구 양화로 118,,02-325-3399,홍대역,한식,,37.5537716,126.9202348
3614,조선화로구이,"육류,고기",3,,https://place.map.kakao.com/8520131,서울 마포구 월드컵북로 5,,02-3143-1300,홍대역,한식,,37.557032,126.9163123
3615,스아게K,일식,4,,https://place.map.kakao.com/138967530,서울 마포구 와우산로29라길 7,,02-336-1029,홍대역,일식,,37.55538019999999,126.9273848
3616,대관령메밀막국수자연샤브샤브,샤브샤브,3,,https://place.map.kakao.com/23149152,서울 마포구 동교로 197,,02-326-0005,홍대역,한식,,37.55790229999999,126.9226403
3617,동아냉면 홍대점,냉면,2,,https://place.map.kakao.com/11831409,서울 마포구 홍익로6길 46,월~금 11:00 ~ 22:00,02-336-8650,홍대역,한식,,37.5560546,126.9240624
3618,보승회관 홍대직영점,순대,3,,https://place.map.kakao.com/132754911,서울 마포구 어울마당로 131,매일 00:00 ~ 24:00,02-322-8111,홍대역,한식,,37.5561331,126.9243691
3619,별자리마라탕&훠궈,중식,4,,https://place.map.kakao.com/726593676,서울 마포구 와우산로23길 50 지하 1층,매일 11:30 ~ 22:30,,홍대역,중식,,37.55498619999999,126.9236918
3620,빌리엔젤 홍대점,디저트카페,2,,https://place.map.kakao.com/17709436,서울 마포구 와우산로 103,매일 10:00 ~ 23:00,02-323-0020,홍대역,"베이커리,카페",,37.5533211,126.92498
3621,히어로보드게임카페 홍대1호점,보드카페,4,,https://place.map.kakao.com/13623634,서울 마포구 와우산로21길 31-10 2층,월~금 13:00 ~ 24:00,02-6368-6001,홍대역,"베이커리,카페",,37.552057,126.9218168
3622,광야,이탈리안,3,,https://place.map.kakao.com/1101488015,서울 마포구 월드컵북로4길 82 신흥빌딩 1층,매일 11:30 ~ 22:00,02-336-1486,홍대역,양식,,37.559304,126.9230989
3623,쇼콜라윰,카페,4,,https://place.map.kakao.com/7940799,서울 마포구 와우산로21길 26,매일 10:00 ~ 23:00,02-337-1027,홍대역,"베이커리,카페",,37.552434,126.9225493
3624,베니케이크,"제과,베이커리",4,,https://place.map.kakao.com/1272936699,서울 마포구 와우산로29다길 11,"수,목요일",,홍대역,"베이커리,카페",,37.5549477,126.9277838
3625,씨푸드살롱마레스타,이탈리안,3,,https://place.map.kakao.com/27239573,서울 마포구 월드컵북로4길 15 1층,월~토 11:30 ~ 22:00 · 브레이크타임 월~토 15:30 ~ 17:00,02-322-8588,홍대역,양식,,37.5571908,126.9206122
3626,모멘트커피 2호점,카페,2,,https://place.map.kakao.com/2040780653,서울 마포구 월드컵북로4길 29,매일 10:00 ~ 22:00,070-8860-5287,홍대역,"베이커리,카페",,37.5576362,126.9210313
3627,스타벅스 홍대역점,커피전문점,2,,https://place.map.kakao.com/22105109,서울 마포구 양화로 165 상진빌딩 1층,월~금 07:00 ~ 22:00,1522-3232,홍대역,"베이커리,카페",,37.5571739,126.923614
3628,루바브,카페,4,,https://place.map.kakao.com/1492094597,서울 마포구 홍익로6길 83 1층,영업시간 화~토 11:00 ~ 21:00,070-7543-2628,홍대역,"베이커리,카페",,37.5573664,126.9255296
3629,교동집,"해물,생선",2,,https://place.map.kakao.com/8673547,서울 마포구 동교로 208,매일 10:00 ~ 00:30,02-337-3663,홍대역,일식,,37.558496,126.9236266
3630,대충유원지,커피전문점,3,,https://place.map.kakao.com/1658636377,서울 마포구 월드컵북로6길 37,매일 12:30 ~ 22:00,,홍대역,"베이커리,카페",,37.5587211,126.9203445
3631,할랄가이즈 홍대점,양식,3,,https://place.map.kakao.com/260865708,서울 마포구 양화로 161 EXIT 홍대 3층,매일 11:00 ~ 22:30,,홍대역,양식,,37.5568946,126.9233
3632,비스트로연남,이탈리안,3,,https://place.map.kakao.com/969585225,서울 마포구 양화로23길 10-10 1.5층,,02-6448-1817,홍대역,양식,,37.5593017,126.9257145
3633,돈주는남자 본점,"육류,고기",3,,https://place.map.kakao.com/22614740,서울 마포구 잔다리로6길 34-9,,02-6677-0499,홍대역,한식,,37.5519052,126.92108
3634,역전포장마차,실내포장마차,4,,https://place.map.kakao.com/1038780936,서울 마포구 양화로 183 지하1층,,02-322-3336,홍대역,"호프,펍",,37.558355,126.9251544
3635,모파상,카페,2,,https://place.map.kakao.com/1303946901,서울 마포구 양화로19길 22-13,,02-333-6002,홍대역,"베이커리,카페",,37.5588315,126.9242477
3636,러빈허플라워&갤러리카페,테마카페,4,,https://place.map.kakao.com/2014990648,서울 마포구 신촌로6길 22,,02-322-0122,홍대역,"베이커리,카페",,37.5563841,126.9297812
3637,스타벅스 홍대입구역사거리R점,커피전문점,3,,https://place.map.kakao.com/1436512690,서울 마포구 양화로 125 경남관광빌딩 1층,,1522-3232,홍대역,"베이커리,카페",,37.5546944,126.9203776
3638,막걸리싸롱 홍대본점,"호프,요리주점",2,,https://place.map.kakao.com/21332528,서울 마포구 와우산로21길 12-6 1층,,02-324-1518,홍대역,"호프,펍",,37.5526868,126.9231025
3639,동해안횟집,회,4,,https://place.map.kakao.com/844407680,서울 마포구 동교로 172,,,홍대역,일식,,37.5559534,126.9209718
3640,멘야준,일본식라면,4,,https://place.map.kakao.com/120900052,서울 마포구 동교로 128,,,홍대역,일식,,37.5547702,126.9164279
3641,오우,퓨전한식,4,,https://place.map.kakao.com/26096526,서울 마포구 월드컵북로6길 26 1층,,,홍대역,기타,,37.5582341,126.9200991
3642,풍천장어 연남점,장어,4,,https://place.map.kakao.com/12572773,서울 마포구 동교로27길 39,,02-332-8361,홍대역,한식,,37.5595384,126.9215438
3643,만만코코로 홍대점,"호프,요리주점",1,,https://place.map.kakao.com/1792643631,"서울 마포구 양화로16길 34 2, 3층",,02-335-0004,홍대역,"호프,펍",,37.5528445,126.9213279
3644,키움참치 홍대점,참치회,4,,https://place.map.kakao.com/933966017,서울 마포구 동교로27길 21 영진빌딩 2층,,02-332-3788,홍대역,일식,,37.5577013,126.9075322
3645,버바나,양식,4,,https://place.map.kakao.com/2061889779,서울 마포구 월드컵북로6길 88 1층,,02-332-2498,홍대역,양식,,37.5600476,126.9227351
3646,고구려 홍대점,"육류,고기",3,,https://place.map.kakao.com/19697860,서울 마포구 월드컵북로 14 3층,,02-3144-4675,홍대역,한식,,37.5563752,126.9204949
3647,제주정원,"육류,고기",4,,https://place.map.kakao.com/26412030,서울 마포구 동교로17길 8,,02-336-3392,홍대역,한식,,37.5554624,126.9162571
3648,랑데자뷰 서교점,카페,3,,https://place.map.kakao.com/1534890108,서울 마포구 월드컵북로5길 53,,,홍대역,"베이커리,카페",,37.5560443,126.9161412
3649,부야스곱창 홍대본점,"곱창,막창",3,,https://place.map.kakao.com/20089423,서울 마포구 어울마당로 136-13 2층,,02-3144-4967,홍대역,한식,,37.5557333,126.92569
3650,스타일난다 핑크풀카페 홍대점,카페,4,,https://place.map.kakao.com/1010612115,서울 마포구 와우산로29다길 23 플래그십 스토어 4층,,070-7663-6909,홍대역,"베이커리,카페",,37.554642,126.9275229
3651,탄탄면공방 홍대본점,아시아음식,3,,https://place.map.kakao.com/27281113,서울 마포구 잔다리로6길 25 재륜빌딩 지하1층,,02-324-7801,홍대역,기타,,37.5520911,126.92042
3652,빵나무,"제과,베이커리",4,,https://place.map.kakao.com/17908864,서울 마포구 월드컵북로4길 30,,02-322-0045,홍대역,"베이커리,카페",,37.5575033,126.9212788
3653,소년식당 홍대본점,일식,3,,https://place.map.kakao.com/27224287,서울 마포구 와우산로29라길 16,,070-4111-7179,홍대역,일식,,37.5551488,126.9269071
3654,스타벅스 홍대공항철도역점,커피전문점,3,,https://place.map.kakao.com/231272664,서울 마포구 양화로 178,,1522-3232,홍대역,"베이커리,카페",,37.5574123,126.9254305
3655,돼지상회 홍대직영점,삼겹살,2,,https://place.map.kakao.com/1202046769,서울 마포구 홍익로5안길 28,,02-322-8891,홍대역,한식,,37.5535696,126.9212088
3656,부부드꼼뜨와,이탈리안,4,,https://place.map.kakao.com/25460027,서울 마포구 월드컵북로6길 82 신한빌딩 1층,,02-6204-7697,홍대역,양식,,37.5645061,126.9134759
3657,별천지설농탕,설렁탕,2,,https://place.map.kakao.com/18315593,서울 마포구 월드컵북로 6,,02-338-9966,홍대역,한식,,37.5592487,126.9213161
3658,그릭데이 홍대점,디저트카페,4,,https://place.map.kakao.com/960961871,서울 마포구 홍익로 10 서교푸르지오 101동 1층 119호,,02-332-9224,홍대역,"베이커리,카페",,37.553716,126.9236241
3659,홍대씨부엉,떡볶이,4,,https://place.map.kakao.com/1421762112,서울 마포구 와우산로21길 28-6,,0507-1378-5253,홍대역,분식,,37.5525448,126.922353
3660,홍익닭한마리 홍대본점,닭요리,3,,https://place.map.kakao.com/26874803,서울 마포구 와우산로29라길 20 2층,,02-322-7523,홍대역,한식,,37.5550027,126.9267949
3661,밀로커피로스터스,커피전문점,4,,https://place.map.kakao.com/11831442,서울 마포구 양화로18안길 36 1층,,02-554-3916,홍대역,"베이커리,카페",,37.5570165,126.9265929
3662,재미난조각가 홍대점,사주카페,2,,https://place.map.kakao.com/12532489,서울 마포구 와우산로21길 24 2층,,02-325-4543,홍대역,"베이커리,카페",,37.5524129,126.9227148
3663,더담,퓨전한식,3,,https://place.map.kakao.com/17419272,서울 마포구 와우산로29길 44 2층,,02-335-0066,홍대역,기타,,37.5557044,126.9277559
3664,버터베이커리,"제과,베이커리",4,,https://place.map.kakao.com/592640582,서울 마포구 동교로 226,,02-332-2642,홍대역,"베이커리,카페",,37.5599952,126.9240035
3665,스파게티스토리 홍대점,이탈리안,4,,https://place.map.kakao.com/1894886625,서울 마포구 어울마당로 100-3,,070-4191-0911,홍대역,양식,,37.55376529999999,126.9226093
3666,그동네떡볶이 홍대점,분식,3,,https://place.map.kakao.com/25859396,서울 마포구 와우산로27길 14,,02-6083-5414,홍대역,분식,,37.5540951,126.9275606
3667,청년화로1987,"육류,고기",4,,https://place.map.kakao.com/710025656,서울 마포구 동교로 219 1층,,070-8808-1159,홍대역,한식,,37.5596366,126.9235129
3668,치킨앤카레군,치킨,4,,https://place.map.kakao.com/26922987,서울 마포구 어울마당로 125 1층,,02-326-2498,홍대역,패스트푸드,,37.555787,126.9238693
3669,비츠비츠,양식,3,,https://place.map.kakao.com/1646360857,서울 마포구 어울마당로 120 2층,,02-336-4978,홍대역,양식,,37.5551666,126.9235116
3670,랑빠스81,양식,3,,https://place.map.kakao.com/27342212,서울 마포구 동교로30길 17-1 101호,,070-7779-8181,홍대역,양식,,37.5602217,126.9251287
3671,비포블루밍,카페,4,,https://place.map.kakao.com/1794025679,서울 마포구 양화로23길 28,,,홍대역,"베이커리,카페",,37.5595622,126.9250374
3672,동보성,중화요리,3,,https://place.map.kakao.com/15790820,서울 마포구 양화로19길 16,,02-337-5959,홍대역,중식,,37.5582304,126.9241421
3673,노브랜드버거 홍대점,패스트푸드,2,,https://place.map.kakao.com/949098945,서울 마포구 홍익로 25 서교별관 1층,,02-322-2731,홍대역,패스트푸드,,37.554337,126.9219012
3674,청기와갈비 청기와생고기2호점,갈비,3,,https://place.map.kakao.com/14555844,서울 마포구 동교로 188-1,,02-3142-3331,홍대역,한식,,37.5569403,126.9223791
3675,어리,칵테일바,4,,https://place.map.kakao.com/552375315,서울 마포구 와우산로29길 69 지하1층,,070-7543-3307,홍대역,"호프,펍",,37.5561104,126.9264304
3676,카페그랑주,갤러리카페,4,,https://place.map.kakao.com/1372734736,서울 마포구 홍익로5길 13 동신빌딩 지하1층,,02-325-3131,홍대역,"베이커리,카페",,37.5541151,126.921545
3677,히어로보드게임카페 홍대2호점,보드카페,4,,https://place.map.kakao.com/205320302,서울 마포구 홍익로6길 15 3층,,02-3142-7767,홍대역,"베이커리,카페",,37.55531939999999,126.9226786
3678,폴링디저트,디저트카페,4,,https://place.map.kakao.com/452082992,서울 마포구 와우산로29길 44 1층,,,홍대역,"베이커리,카페",,37.5557044,126.9277559
3679,크래프트한스 연남직영점,"호프,요리주점",3,,https://place.map.kakao.com/1224835048,서울 마포구 양화로23길 22,,,홍대역,"호프,펍",,37.5593167,126.9251858
3680,파스치노팬스테이크,"스테이크,립",3,,https://place.map.kakao.com/22484613,서울 마포구 어울마당로 100-6 동성빌라 2층,,02-322-8575,홍대역,양식,,37.5536442,126.9224651
3681,베트남노상식당 연남직영점,동남아음식,3,,https://place.map.kakao.com/27545971,서울 마포구 월드컵북로2길 91 진빌딩 1층,,02-338-0300,홍대역,기타,,37.5585983,126.9246687
3682,청년닭발1987,한식,3,,https://place.map.kakao.com/27321253,서울 마포구 동교로 218-1 1층,,010-3959-1987,홍대역,한식,,37.55944849999999,126.9239276
3683,설빙 홍대입구역점,디저트카페,1,,https://place.map.kakao.com/26644181,서울 마포구 홍익로6길 15 2층,,02-323-3287,홍대역,"베이커리,카페",,37.55531939999999,126.9226786
3684,최우영식당 홍대점,"초밥,롤",3,,https://place.map.kakao.com/149004083,서울 마포구 월드컵북로4길 12,,02-336-2951,홍대역,일식,,37.5588369,126.9228634
3685,오비야,일식집,3,,https://place.map.kakao.com/12391555,서울 마포구 홍익로2길 27-20 1층,,02-6408-5252,홍대역,일식,,37.5554183,126.9243398
3686,현대옥 서울홍대점,국밥,3,,https://place.map.kakao.com/2020959118,"서울 마포구 어울마당로 115-2 2,3층",,02-6105-1299,홍대역,한식,,37.55519839999999,126.9231455
3687,참새방앗간,"호프,요리주점",2,,https://place.map.kakao.com/16791656,서울 마포구 어울마당로 129-1,,02-338-5359,홍대역,"호프,펍",,37.55606179999999,126.9242604
3688,은행골 본사직영점,일식,1,,https://place.map.kakao.com/850088267,서울 마포구 어울마당로 145,,02-336-4988,홍대역,일식,,37.5565636,126.925832
3689,김앤김대게 서교점,"게,대게",3,,https://place.map.kakao.com/9971730,서울 마포구 양화로 100 3층,,02-333-6659,홍대역,한식,,37.552704,126.918676
3690,츄이구이브레드,"제과,베이커리",3,,https://place.map.kakao.com/1699002931,서울 마포구 동교로18길 13 세원빌딩 1층,,02-2608-9393,홍대역,"베이커리,카페",,37.5545157,126.9170357
3691,카페그랑주,갤러리카페,4,,https://place.map.kakao.com/1372734736,서울 마포구 홍익로5길 13 동신빌딩 지하1층,매일 09:00 ~ 23:00,02-325-3131,홍대역,"베이커리,카페",,37.5541151,126.921545
3692,히어로보드게임카페 홍대2호점,보드카페,4,,https://place.map.kakao.com/205320302,서울 마포구 홍익로6길 15 3층,월~목 13:00 ~ 24:00,02-3142-7767,홍대역,"베이커리,카페",,37.55531939999999,126.9226786
3693,크래프트한스 연남직영점,"호프,요리주점",3,,https://place.map.kakao.com/1224835048,서울 마포구 양화로23길 22,매일 14:00 ~ 02:00,,홍대역,"호프,펍",,37.5593167,126.9251858
3694,파스치노팬스테이크,"스테이크,립",3,,https://place.map.kakao.com/22484613,서울 마포구 어울마당로 100-6 동성빌라 2층,매일 11:30 ~ 23:00,02-322-8575,홍대역,양식,,37.5536442,126.9224651
3695,베트남노상식당 연남직영점,동남아음식,3,,https://place.map.kakao.com/27545971,서울 마포구 월드컵북로2길 91 진빌딩 1층,매일 11:30 ~ 21:50,02-338-0300,홍대역,기타,,37.5585983,126.9246687
3696,청년닭발1987,한식,3,,https://place.map.kakao.com/27321253,서울 마포구 동교로 218-1 1층,"월,화,수,목,일 14:00 ~ 02:30",010-3959-1987,홍대역,한식,,37.55944849999999,126.9239276
3697,최우영식당 홍대점,"초밥,롤",3,,https://place.map.kakao.com/149004083,서울 마포구 월드컵북로4길 12,매일 11:30 ~ 24:00 · 브레이크타임 매일 15:00 ~ 17:00,02-336-2951,홍대역,일식,,37.5588369,126.9228634
